,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Jun 24, 2002 Axc3xafr and Txc3xa9nxc3xa9rxc3xa9 Natural Reserves Niger","(0.273972602739726, 'integrity site calls up to date assessment state implementation')","(0.282258064516129, 'natural reserves urges centre iucn work state party preparation report submission session june july decides retain')","(0.33333333333333337, 'conservation natural reserves urges centre')","(0.3557692307692307, 'government financing conservation natural reserves urges centre iucn work state party preparation report')","(0.4057971014492754, 'donor government financing conservation natural reserves urges centre')","(0.3828125, 'fund reported stolen part report address staffing infrastructure development management security issues impacting integrity site')","(0.38095238095238093, 'up to date assessment')","(0.296875, 'to date assessment state implementation rehabilitation plan site')","(0.276595744680851, 'approved bureau review sustainability donor government financing conservation natural reserves')","(0.37777777777777777, 'financing conservation natural reserves urges')","(0.29508196721311475, 'state implementation rehabilitation plan site approved bureau')","(0.29850746268656714, 'implementation rehabilitation plan site approved bureau review sustainability donor government financing conservation natural reserves')","(0.26356589147286824, 'iucn work state party preparation report submission session june july decides retain site list world heritage')","(0.26086956521739135, 'part report address staffing infrastructure development management security issues impacting')","(0.3548387096774194, 'financing conservation natural reserves urges centre iucn work')","(0.265625, 'to date assessment state implementation rehabilitation plan site')","(0.33333333333333337, 'part report address staffing infrastructure development management security')","(0.2833333333333333, 'report vehicle purchased using resources world heritage fund')","(0.31746031746031744, 'government financing conservation natural reserves urges centre')","(0.323943661971831, 'submit detailed report vehicle purchased using resources world heritage')","(0.33783783783783783, 'financing conservation natural reserves urges centre iucn work state party')","(0.3114754098360656, 'state implementation rehabilitation plan site approved bureau')","(0.26428571428571423, 'implementation rehabilitation plan site approved bureau review sustainability donor government financing conservation natural reserves urges')","(0.27826086956521734, 'impacting integrity site calls up to date assessment state implementation rehabilitation plan site approved')","(0.275, 'financing conservation natural reserves urges centre iucn work state party')","(0.30952380952380953, 'review sustainability donor government financing conservation natural reserves urges')","(0.368421052631579, 'address staffing infrastructure development management security issues impacting integrity site')","(0.32432432432432434, 'resources world heritage fund reported stolen part report address staffing infrastructure development management security issues impacting integrity')","(0.28260869565217395, 'resources world heritage fund reported stolen part report address staffing infrastructure development management security issues impacting')","(0.32089552238805974, 'implementation rehabilitation plan site approved bureau review sustainability donor government financing conservation natural reserves')","(0.4285714285714286, 'government financing conservation natural reserves urges')","(0.27350427350427353, 'implementation rehabilitation plan site approved bureau review sustainability donor government financing conservation')","(0.30000000000000004, 'to date assessment state implementation rehabilitation plan site approved bureau')"
"Jun 24, 2002 Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrxc3xa1ssy Avenue Hungary","(0.26315789473684215, 'committee encourages hungarian authorities extend buffer zone world heritage')","(0.21259842519685035, 'world heritage committee encourages hungarian authorities extend buffer zone world heritage area western side existing property')","(0.2571428571428571, 'area western side existing property')","(0.26415094339622647, 'danube buda castle quarter hungary world heritage committee encourages hungarian authorities extend buffer')","(0.26865671641791045, 'committee encourages hungarian authorities extend buffer zone world')","(0.25619834710743805, 'regard budapest banks danube buda castle quarter hungary world heritage committee encourages hungarian authorities extend')","(0.3076923076923077, 'heritage area western side')","(0.2857142857142857, 'buda castle quarter hungary world heritage committee encourages')","(0.25, 'banks danube buda castle quarter hungary world heritage committee encourages')","(0.2647058823529411, 'danube buda castle quarter hungary')","(0.24137931034482762, 'castle quarter hungary world heritage committee encourages')","(0.2678571428571429, 'hungarian authorities extend buffer zone world heritage area western side existing property buda side')","(0.2558139534883721, 'world heritage committee encourages hungarian authorities extend buffer zone world heritage area western side existing property')","(0.26315789473684215, 'banks danube buda castle quarter hungary world heritage committee encourages')","(0.295774647887324, 'world heritage committee encourages hungarian authorities extend buffer')","(0.25, 'heritage area western side existing property buda side')","(0.25373134328358204, 'zone world heritage area western side existing property')","(0.26865671641791045, 'committee encourages hungarian authorities extend buffer zone world')","(0.2727272727272727, 'hungarian authorities extend buffer zone world heritage')","(0.26315789473684215, 'committee encourages hungarian authorities extend buffer zone world heritage')","(0.2962962962962963, 'committee encourages hungarian authorities extend buffer zone world heritage area')","(0.26530612244897955, 'extend buffer zone world heritage area western')","(0.20833333333333337, 'quarter hungary world heritage committee encourages hungarian authorities extend buffer zone world heritage area western')","(0.23478260869565215, 'heritage committee encourages hungarian authorities extend buffer zone world heritage area western side existing')","(0.25, 'extend buffer zone world heritage area western side existing property')","(0.35526315789473684, 'committee encourages hungarian authorities extend buffer zone world heritage')","(0.2666666666666667, 'zone world heritage area western side existing property buda side')","(0.22962962962962963, 'world heritage committee encourages hungarian authorities extend buffer zone world heritage area western side existing property buda')","(0.20769230769230773, 'buda castle quarter hungary world heritage committee encourages hungarian authorities extend buffer zone world heritage area')","(0.2232142857142857, 'quarter hungary world heritage committee encourages hungarian authorities extend buffer zone world heritage area')","(0.35, 'area western side existing property buda')","(0.20618556701030932, 'regard budapest banks danube buda castle quarter hungary world heritage committee encourages')","(0.24705882352941178, 'buda castle quarter hungary world heritage committee encourages hungarian authorities')"
"Jun 24, 2002 Caves of the Aggtelek and Slovak Karst HungarySlovakia","(0.2763157894736842, 'committee notes state conservation report decision bureau contained document')","(0, '')","(0.3111111111111111, 'conservation report decision bureau contained')","(0.27, 'world heritage committee notes state conservation report decision bureau contained document whc conf')","(0.3731343283582089, 'committee notes state conservation report decision bureau contained')","(0, '')","(0.2941176470588235, 'decision bureau contained document')","(0.32835820895522383, 'committee notes state conservation report decision bureau contained')","(0.30487804878048785, 'world heritage committee notes state conservation report decision bureau contained')","(0.3902439024390244, 'committee notes state conservation report')","(0.33333333333333337, 'notes state conservation report decision bureau contained')","(0.2410714285714286, 'world heritage committee notes state conservation report decision bureau contained document whc conf paragraphs')","(0, '')","(0.30000000000000004, 'state conservation report decision bureau contained document whc conf paragraphs')","(0.31343283582089554, 'committee notes state conservation report decision bureau contained')","(0.27692307692307694, 'world heritage committee notes state conservation report decision')","(0.31343283582089554, 'state conservation report decision bureau contained document whc')","(0.26865671641791045, 'committee notes state conservation report decision bureau contained')","(0.4035087719298246, 'notes state conservation report decision bureau contained')","(0.26388888888888884, 'world heritage committee notes state conservation report decision bureau')","(0.2875, 'state conservation report decision bureau contained document whc conf paragraphs')","(0.3793103448275862, 'conservation report decision bureau contained document whc')","(0, '')","(0.23478260869565215, 'world heritage committee notes state conservation report decision bureau contained document whc conf paragraphs')","(0.21250000000000002, 'state conservation report decision bureau contained document whc conf paragraphs')","(0.2894736842105263, 'committee notes state conservation report decision bureau contained document')","(0.3125, 'state conservation report decision bureau contained document whc conf paragraphs')","(0, '')","(0, '')","(0.2792792792792793, 'world heritage committee notes state conservation report decision bureau contained document whc conf paragraphs')","(0.46808510638297873, 'notes state conservation report decision bureau')","(0.1649484536082474, 'world heritage committee notes state conservation report decision bureau contained document whc')","(0.26249999999999996, 'committee notes state conservation report decision bureau contained document whc')"
"Jun 24, 2002 Chan Chan Archaeological Zone Peru","(0.26027397260273977, 'world heritage committee takes note important work initiated local')","(0.2338709677419355, 'party present progress report february work carried examination session june july decides maintain agreement state party')","(0.2857142857142857, 'important work initiated local authorities')","(0.32258064516129037, 'examination session june july decides maintain agreement state party site list world heritage')","(0.3125, 'carried examination session june july decides maintain agreement')","(0.24603174603174605, 'takes note important work initiated local authorities congratulates state party declared willingness correct present situation')","(0.4, 'maintain agreement state party')","(0.32258064516129037, 'progress report february work carried examination session june')","(0.3157894736842105, 'party present progress report february work carried examination session june')","(0.3783783783783784, 'carried examination session june july')","(0.296875, 'local authorities congratulates state party declared willingness')","(0.25, 'requests state party present progress report february work carried examination session june july decides')","(0.26356589147286824, 'party present progress report february work carried examination session june july decides maintain agreement state party')","(0.2666666666666667, 'local authorities congratulates state party declared willingness correct present situation')","(0.28358208955223885, 'note important work initiated local authorities congratulates state')","(0.25396825396825395, 'committee takes note important work initiated local authorities')","(0.29850746268656714, 'february work carried examination session june july decides')","(0.29850746268656714, 'work initiated local authorities congratulates state party declared')","(0.3448275862068966, 'willingness correct present situation requests state party')","(0.2816901408450704, 'present situation requests state party present progress report february')","(0.28735632183908044, 'work initiated local authorities congratulates state party declared willingness correct')","(0.29824561403508776, 'present progress report february work carried examination')","(0.25210084033613445, 'party declared willingness correct present situation requests state party present progress report february work carried')","(0.26086956521739135, 'requests state party present progress report february work carried examination session june july decides')","(0.25555555555555554, 'local authorities congratulates state party declared willingness correct present situation')","(0.2597402597402597, 'committee takes note important work initiated local authorities congratulates')","(0.33333333333333337, 'session june july decides maintain agreement state party site list')","(0.274074074074074, 'party present progress report february work carried examination session june july decides maintain agreement state party site')","(0.274074074074074, 'local authorities congratulates state party declared willingness correct present situation requests state party present progress report')","(0.2946428571428571, 'correct present situation requests state party present progress report february work carried examination session')","(0.3695652173913043, 'correct present situation requests state party')","(0.24742268041237114, 'correct present situation requests state party present progress report february work carried')","(0.28, 'progress report february work carried examination session june july decides')"
"Jun 24, 2002 Banc dArguin National Park Mauritania","(0.4358974358974359, 'completion german international cooperation gtz study legality oil exploration')","(0.2777777777777778, 's fisheries extend areas exclusively reserved traditional fishing encourages states parties convention comply internationally recognized methods')","(0.3653846153846154, 'convention comply internationally recognized methods')","(0.31200000000000006, 'areas exclusively reserved traditional fishing encourages states parties convention comply internationally recognized methods')","(0.3880597014925373, 'international cooperation gtz study legality oil exploration within')","(0.2833333333333333, 'notes completion german international cooperation gtz study legality oil exploration within park requests submitted iucn')","(0.36, 'nation s fisheries extend')","(0.3417721518987342, 'traditional fishing encourages states parties convention comply internationally')","(0.31000000000000005, 'exclusively reserved traditional fishing encourages states parties convention comply internationally')","(0.40476190476190477, 'german international cooperation gtz study')","(0.3731343283582089, 'states parties convention comply internationally recognized methods')","(0.33333333333333337, 'study road complies internationally recognized standards collaboration interested donors notes completion german international cooperation')","(0.29166666666666663, 'encourages states parties convention comply internationally recognized methods sustainable exploitation fish stock order protect resources state')","(0.35416666666666663, 'parties convention comply internationally recognized methods sustainable exploitation fish stock')","(0.31818181818181823, 'donors notes completion german international cooperation gtz study')","(0.31645569620253167, 'traditional fishing encourages states parties convention comply internationally')","(0.33766233766233766, 'comply internationally recognized methods sustainable exploitation fish stock')","(0.3508771929824561, 'long term regeneration mauritania s marine resources face')","(0.3880597014925373, 'states parties convention comply internationally recognized methods')","(0.36111111111111116, 'international cooperation gtz study legality oil exploration within park')","(0.38541666666666663, 'parties convention comply internationally recognized methods sustainable exploitation fish stock')","(0.4155844155844156, 'convention comply internationally recognized methods sustainable exploitation')","(0.30281690140845074, 'study road complies internationally recognized standards collaboration interested donors notes completion german international cooperation gtz')","(0.33043478260869563, 'notes completion german international cooperation gtz study legality oil exploration within park requests submitted')","(0.3085106382978723, 'study road complies internationally recognized standards collaboration interested donors notes')","(0.3529411764705882, 'collaboration interested donors notes completion german international cooperation gtz')","(0.2962962962962963, 'international cooperation gtz study legality oil exploration within park requests')","(0.30434782608695654, 'exclusively reserved traditional fishing encourages states parties convention comply internationally recognized methods sustainable exploitation fish stock order')","(0.28378378378378377, 'study road complies internationally recognized standards collaboration interested donors notes completion german international cooperation gtz study')","(0.32727272727272727, 'international cooperation gtz study legality oil exploration within park requests submitted iucn centre review')","(0.37777777777777777, 'guarantee long term regeneration mauritania s')","(0.2989690721649485, 'protect park guarantee long term regeneration mauritania s marine resources face intense')","(0.36170212765957444, 'study road complies internationally recognized standards collaboration interested donors notes')"
"Jun 24, 2002 Chavin Archaeological Site Peru","(0.3013698630136986, 'committee notes state conservation report decision taken bureau contained')","(0.19696969696969702, 'implement management plan recognizes efforts carried state party order preserve site particular applying priority measures framework')","(0.31707317073170727, 'conservation report decision taken bureau')","(0.33684210526315794, 'notes state conservation report decision taken bureau contained document whc conf paragraph xii')","(0.38095238095238093, 'committee notes state conservation report decision taken bureau')","(0.2920353982300885, 'whc conf paragraph xii encourages state party finalize implement management plan recognizes efforts carried state')","(0.3666666666666667, 'state party finalize implement')","(0.33333333333333337, 'applying priority measures framework emergency plan requests progress')","(0.3411764705882353, 'site particular applying priority measures framework emergency plan requests progress')","(0.3902439024390244, 'committee notes state conservation report')","(0.3157894736842105, 'state conservation report decision taken bureau contained')","(0.2946428571428571, 'notes state conservation report decision taken bureau contained document whc conf paragraph xii encourages')","(0.2713178294573644, 'world heritage committee notes state conservation report decision taken bureau contained document whc conf paragraph xii')","(0.2533333333333333, 'state conservation report decision taken bureau contained document whc conf')","(0.28787878787878785, 'state conservation report decision taken bureau contained document')","(0.27692307692307694, 'world heritage committee notes state conservation report decision')","(0.29850746268656714, 'report decision taken bureau contained document whc conf')","(0.2698412698412699, 'committee notes state conservation report decision taken bureau')","(0.41509433962264153, 'notes state conservation report decision taken bureau')","(0.34246575342465757, 'party finalize implement management plan recognizes efforts carried state')","(0.2857142857142857, 'encourages state party finalize implement management plan recognizes efforts carried')","(0.4, 'conservation report decision taken bureau contained document')","(0.2764227642276422, 'party order preserve site particular applying priority measures framework emergency plan requests progress report submitted')","(0.26086956521739135, 'world heritage committee notes state conservation report decision taken bureau contained document whc conf')","(0.23750000000000004, 'state conservation report decision taken bureau contained document whc conf')","(0.31506849315068497, 'committee notes state conservation report decision taken bureau contained')","(0.30952380952380953, 'encourages state party finalize implement management plan recognizes efforts carried')","(0.23703703703703705, 'taken bureau contained document whc conf paragraph xii encourages state party finalize implement management plan recognizes efforts')","(0.2692307692307693, 'world heritage committee notes state conservation report decision taken bureau contained document whc conf paragraph xii')","(0.34905660377358494, 'notes state conservation report decision taken bureau contained document whc conf paragraph xii encourages')","(0.4782608695652174, 'notes state conservation report decision taken')","(0.25773195876288657, 'notes state conservation report decision taken bureau contained document whc conf paragraph')","(0.29333333333333333, 'state conservation report decision taken bureau contained document whc conf')"
"Jun 24, 2002 Churches of Chiloxc3xa9 Chile","(0.2597402597402597, 'caused winds recommends requested emergency assistance granted order finalize')","(0.2109375, 'important damage caused winds recommends requested emergency assistance granted order finalize work soon possible requests state')","(0.29166666666666663, 'intervention detailed study provided summarizing')","(0.26315789473684215, 'order finalize work soon possible requests state party submit february detailed progress report')","(0.28985507246376807, 'state party rapidity intervention detailed study provided summarizing')","(0.25547445255474455, 'rapidity intervention detailed study provided summarizing important damage caused winds recommends requested emergency assistance granted')","(0.2727272727272727, 'world heritage committee commends')","(0.3214285714285714, 'granted order finalize work soon possible requests state')","(0.29268292682926833, 'world heritage committee commends state party rapidity intervention detailed study')","(0.33333333333333337, 'party rapidity intervention detailed study')","(0.29850746268656714, 'rapidity intervention detailed study provided summarizing important')","(0.2558139534883721, 'rapidity intervention detailed study provided summarizing important damage caused winds recommends requested emergency assistance')","(0.24822695035460995, 'state party rapidity intervention detailed study provided summarizing important damage caused winds recommends requested emergency assistance')","(0.26436781609195403, 'rapidity intervention detailed study provided summarizing important damage caused winds')","(0.2702702702702703, 'rapidity intervention detailed study provided summarizing important damage')","(0.2535211267605634, 'february detailed progress report restoration works examination session')","(0.29850746268656714, 'granted order finalize work soon possible requests state')","(0.30434782608695654, 'recommends requested emergency assistance granted order finalize work')","(0.2931034482758621, 'progress report restoration works examination session june')","(0.2763157894736842, 'committee commends state party rapidity intervention detailed study provided')","(0.2906976744186046, 'state party rapidity intervention detailed study provided summarizing important damage')","(0.3157894736842105, 'commends state party rapidity intervention detailed study')","(0.2698412698412699, 'study provided summarizing important damage caused winds recommends requested emergency assistance granted order finalize work')","(0.24806201550387597, 'rapidity intervention detailed study provided summarizing important damage caused winds recommends requested emergency assistance')","(0.28260869565217395, 'provided summarizing important damage caused winds recommends requested emergency assistance')","(0.26315789473684215, 'february detailed progress report restoration works examination session june')","(0.25609756097560976, 'caused winds recommends requested emergency assistance granted order finalize work')","(0.26388888888888884, 'world heritage committee commends state party rapidity intervention detailed study provided summarizing important damage caused winds recommends')","(0.2518518518518519, 'detailed study provided summarizing important damage caused winds recommends requested emergency assistance granted order finalize work')","(0.3023255813953488, 'rapidity intervention detailed study provided summarizing important damage caused winds recommends requested emergency assistance')","(0.339622641509434, 'progress report restoration works examination session')","(0.2407407407407407, 'rapidity intervention detailed study provided summarizing important damage caused winds recommends requested')","(0.28735632183908044, 'rapidity intervention detailed study provided summarizing important damage caused winds')"
"Jun 24, 2002 CityMuseum Reserve of Mtskheta Georgia","(0.2823529411764706, 'constructions close proximity cathedral undertaken requests authorities invite unesco')","(0.2517006802721088, 'going constructions degradations site requests government authorities ensure works halted restoration works constructions close proximity cathedral')","(0.33999999999999997, 'constructions close proximity cathedral undertaken')","(0.32478632478632474, 'halted restoration works constructions close proximity cathedral undertaken requests authorities invite unesco icomos')","(0.3880597014925373, 'report on going constructions degradations site requests government')","(0.2755905511811023, 'september report on going constructions degradations site requests government authorities ensure works halted restoration works')","(0.29729729729729726, 'degradations site requests government')","(0.37142857142857144, 'works halted restoration works constructions close proximity cathedral')","(0.348314606741573, 'authorities ensure works halted restoration works constructions close proximity cathedral')","(0.32608695652173914, 'going constructions degradations site requests')","(0.30000000000000004, 'on going constructions degradations site requests government')","(0.28800000000000003, 'site requests government authorities ensure works halted restoration works constructions close proximity cathedral undertaken')","(0.27210884353741494, 'going constructions degradations site requests government authorities ensure works halted restoration works constructions close proximity cathedral')","(0.3146067415730337, 'going constructions degradations site requests government authorities ensure works halted')","(0.29850746268656714, 'report on going constructions degradations site requests government')","(0.2622950819672131, 'party georgia provide september report on going constructions')","(0.2987012987012987, 'restoration works constructions close proximity cathedral undertaken requests')","(0.2948717948717948, 'constructions close proximity cathedral undertaken requests authorities invite')","(0.328125, 'halted restoration works constructions close proximity cathedral')","(0.3188405797101449, 'committee strongly urges state party georgia provide september report')","(0.3152173913043478, 'constructions close proximity cathedral undertaken requests authorities invite unesco icomos')","(0.352112676056338, 'constructions close proximity cathedral undertaken requests authorities')","(0.275, 'world heritage committee strongly urges state party georgia provide september report on going constructions degradations')","(0.2627118644067796, 'party georgia provide september report on going constructions degradations site requests government authorities ensure')","(0.26041666666666663, 'restoration works constructions close proximity cathedral undertaken requests authorities invite')","(0.32098765432098764, 'works halted restoration works constructions close proximity cathedral undertaken')","(0.3125, 'restoration works constructions close proximity cathedral undertaken requests authorities invite')","(0.28767123287671237, 'constructions close proximity cathedral undertaken requests authorities invite unesco icomos mission site near future report presented examination')","(0.2702702702702703, 'requests government authorities ensure works halted restoration works constructions close proximity cathedral undertaken requests authorities invite')","(0.31404958677685946, 'september report on going constructions degradations site requests government authorities ensure works halted restoration')","(0.3829787234042553, 'report on going constructions degradations site')","(0.27450980392156865, 'september report on going constructions degradations site requests government authorities ensure works')","(0.2934782608695652, 'constructions close proximity cathedral undertaken requests authorities invite unesco icomos')"
"Jun 24, 2002 Analyses of the World Heritage List and Tentative ListsIdentification of underrepresented Categories of Heritage","(0.3152173913043478, 'composition steering committee involve experts broader interdisciplinary background complete')","(0.28888888888888886, 'undertake in depth analysis tentative lists national level working towards inclusive identification diverse heritage categories special')","(0.4339622641509434, 'geographical regional chronological factors diversity')","(0.3214285714285714, 'adopted committee cairns emphasizes main objective facilitate tasks states parties identify properties potential')","(0.31506849315068497, 'inclusive identification diverse heritage categories special attention to')","(0.29850746268656714, 'mixed properties cultural landscapes recommends close collaboration advisory bodies centre development analysis invites states parties')","(0.3846153846153846, 'parties undertake in depth')","(0.3484848484848485, 'committee cairns emphasizes main objective facilitate tasks states')","(0.3291139240506329, 'list adopted committee cairns emphasizes main objective facilitate tasks states')","(0.3157894736842105, 'conformity proposal session bureau whc')","(0.33333333333333337, 'decisions concerning representivity world heritage list adopted')","(0.3482142857142857, 'centre development analysis invites states parties undertake in depth analysis tentative lists national level')","(0.2945736434108527, 'tentative lists nominations invites icomos to revise broad categories presented agreed session cairns vi ii iii')","(0.33720930232558144, 'close collaboration advisory bodies centre development analysis invites states parties')","(0.31666666666666665, 'agreed session cairns vi ii iii clearly defining')","(0.3513513513513513, 'a approach combining geographical regional chronological factors diversity')","(0.3380281690140845, 'close collaboration advisory bodies centre development analysis invites')","(0.32692307692307687, 'conformity proposal session bureau whc conf para vii')","(0.33333333333333337, 'decisions concerning representivity world heritage list adopted')","(0.345679012345679, 'ordinate harmonization tentative lists thematic workshops states parties advisory')","(0.3146067415730337, 'landscapes urban centres identify gaps underrepresented categories based approach enlarge')","(0.3492063492063492, 'concerning representivity world heritage list adopted committee')","(0.3178294573643411, 'ii look common denominators particular regard mixed properties cultural landscapes recommends close collaboration advisory bodies')","(0.27826086956521734, 'chronological factors diversity uses e g religious civil military etc thematic analysis e g')","(0.3375, 'account global studies specific features e g geological fossil sites')","(0.4457831325301205, 'committee decisions concerning representivity world heritage list adopted committee')","(0.3417721518987342, 'advisory bodies centre development analysis invites states parties undertake in')","(0.32450331125827814, 'regard mixed properties cultural landscapes recommends close collaboration advisory bodies centre development analysis invites states parties undertake')","(0.2846153846153846, 'conf including references reports meetings studies conformity proposal session bureau whc conf para vii invites iucn')","(0.34745762711864403, 'collaboration advisory bodies centre development analysis invites states parties undertake in depth analysis tentative')","(0.36, 'underrepresented types heritage e ncourages states')","(0.28865979381443296, 'e g cultural landscapes urban centres identify gaps underrepresented categories based approach')","(0.3152173913043478, 'properties potential outstanding universal value prepare tentative lists nominations invites')"
"Jun 24, 2002 Butrint Albania","(0.3013698630136986, 'co ordination management world heritage site urges state party')","(0.30000000000000004, 'party welcomes progress made enhance protection preservation presentation world heritage site reiterates recommendations made bureau session')","(0.37209302325581395, 'presentation world heritage site reiterates')","(0.33043478260869563, 'reiterates recommendation state party work closely centre smooth implementation emergency assistance world heritage')","(0.3866666666666667, 'enhance protection preservation presentation world heritage site reiterates')","(0.2790697674418605, 'reiterates recommendation state party work closely centre smooth implementation emergency assistance world heritage fund requests')","(0.36, 'party work closely centre')","(0.31746031746031744, 'order better protect site reiterates recommendation state party')","(0.32291666666666663, 'enhance protection preservation presentation world heritage site reiterates recommendations made')","(0.39534883720930236, 'site reiterates recommendations made bureau')","(0.32258064516129037, 'work closely centre smooth implementation emergency assistance')","(0.2790697674418605, 'enhance protection preservation presentation world heritage site reiterates recommendations made bureau session notably regarding')","(0.2751677852348994, 'enhance protection preservation presentation world heritage site reiterates recommendations made bureau session notably regarding enlargement butrint')","(0.27083333333333337, 'enhance protection preservation presentation world heritage site reiterates recommendations made')","(0.36, 'enhance protection preservation presentation world heritage site reiterates')","(0.3466666666666667, 'enhance protection preservation presentation world heritage site reiterates')","(0.3466666666666667, 'enhance protection preservation presentation world heritage site reiterates')","(0.31746031746031744, 'order better protect site reiterates recommendation state party')","(0.3793103448275862, 'recommendations examination next session june july decides')","(0.3380281690140845, 'national regional level relevant authorities ensure strong effective co')","(0.3448275862068966, 'recommendations made bureau session notably regarding enlargement butrint national park')","(0.390625, 'made enhance protection preservation presentation world heritage')","(0.3262411347517731, 'enhance protection preservation presentation world heritage site reiterates recommendations made bureau session notably regarding enlargement')","(0.33333333333333337, 'enhance protection preservation presentation world heritage site reiterates recommendations made bureau session notably regarding')","(0.3258426966292135, 'progress made enhance protection preservation presentation world heritage site reiterates')","(0.3717948717948718, 'progress made enhance protection preservation presentation world heritage site')","(0.3913043478260869, 'preservation presentation world heritage site reiterates recommendations made bureau session')","(0.31645569620253167, 'enhance protection preservation presentation world heritage site reiterates recommendations made bureau session notably regarding enlargement butrint national')","(0.33571428571428574, 'party welcomes progress made enhance protection preservation presentation world heritage site reiterates recommendations made bureau session')","(0.34883720930232553, 'enhance protection preservation presentation world heritage site reiterates recommendations made bureau session notably regarding')","(0.38181818181818183, 'made enhance protection preservation presentation world')","(0.3063063063063063, 'enhance protection preservation presentation world heritage site reiterates recommendations made bureau session')","(0.381578947368421, 'order better protect site reiterates recommendation state party work closely')"
