,Convention on Wetlands of International Importance especially as Waterfowl Habitat,Nagoya Protocol on Access to Genetic Resources and their Fair and Equitable Sharing of Benefits Arising from their Utilization to the Convention on Biological Diversity,Convention on Biological Diversity,"Agreement on the Conservation of Small Cetaceans of the Baltic, North East Atlantic, Irish and North Seas",Convention on the Conservation of Migratory Species of Wild Animals,Bamako Convention on the Ban of the Import into Africa and the Control of Transboundary Movement and Management of Hazardous Wastes within Africa,Paris Agreement,United Nations Framework Convention on Climate Change,Kyoto Protocol to the United Nations Framework Convention on Climate Change,Minamata Convention on Mercury,Stockholm Convention on Persistent Organic Pollutants,Rotterdam Convention on the Prior Informed Consent Procedure for Certain Hazardous Chemicals and Pesticides in International Trade,"United Nations Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification, particulary in Africa",Basel Convention on the Control of Transboundary Movements of Hazardous Wastes and their Disposal,Agreement on the Conservation of African-Eurasian Migratory Waterbirds,Cartagena Protocol on Biosafety to the Convention on Biological Diversity,Framework Convention on the Protection and Sustainable Development of the Carpathians,Montreal Protocol on Substances that Deplete the Ozone Layer,Vienna Convention for the Protection of the Ozone Layer,International Treaty on Plant Genetic Resources for Food and Agriculture,Convention on International Trade in Endangered Species of Wild Fauna and Flora,Convention for the Protection of the Mediterranean Sea against Pollution,"Protocol concerning cooperation in preventing pollution from ships and, in cases of emergency combating pollution of the Mediterranean Sea",Protocol for the protection of the Mediterranean Sea against pollution resulting from exploration and exploitation of the continental shelf and the seabed and its subsoil,Protocol Concerning Specially Protected Areas and Biological Diversity in the Mediterranean,Convention concerning the Protection of the World Cultural and Natural Heritage,Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol concerning Pollution from Land-Based sources and activities to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Protocol Concerning Specially Protected Areas and Wildlife to the Convention for the Protection and Development of the Marine Environment of the Wider Caribbean Region,Convention for Co-operation in the Protection and Development of the Marine and Coastal Environment of the West and Central African Region,Agreement on the Conservation of European Bats,Protocol on the Prevention of Pollution of the Mediterranean Sea by Transboundary Movements of Hazardous Wastes and their Disposal,Protocol for the Protection of the Mediterranean Sea against Pollution from Land-Based Sources
"Nov 1, 2016 Environmental Law","(0.3414634146341463, 'implementation decision ss vii on ninternational environmental governance february')","(0.29166666666666663, 'implement programme close collaboration states conferences parties secretariats multilateral environmental agreements international organizations non state stakeholders')","(0.3695652173913043, 'vii on ninternational environmental governance')","(0.3142857142857143, 'director implement programme close collaboration states conferences parties secretariats multilateral environmental agreements international')","(0.35064935064935066, 'on ninternational environmental governance february nrecalling united nations')","(0.30000000000000004, 'close collaboration states conferences parties secretariats multilateral environmental agreements international organizations non state stakeholders individuals')","(0.35, 'law set annex report')","(0.3913043478260869, 'united nations environment programme field the nenvironment reflected')","(0.36708860759493667, 'period taking account united nations environment programme medium term strategy')","(0.3589743589743589, 'mandate the nunited nations environment')","(0.3448275862068966, 'ss vii on ninternational environmental governance february')","(0.33766233766233766, 'director implement programme close collaboration states conferences parties secretariats multilateral environmental agreements international organizations')","(0.2828947368421053, 'on ninternational environmental governance february nrecalling united nations environment programme prepare fourth programme development periodic review')","(0.3119266055045872, 'states conferences parties secretariats multilateral environmental agreements international organizations non')","(0.36708860759493667, 'agreements international organizations non state stakeholders individuals fully')","(0.31506849315068497, 'implementation decision ss vii on ninternational environmental governance')","(0.4683544303797469, 'nrecalling plan implementation world summit sustainable ndevelopment emphasized')","(0.3076923076923077, 'malm ministerial programme for nthe implementation agenda adopted')","(0.35593220338983056, 'united nations environment programme field the nenvironment')","(0.367816091954023, 'international law community united nations environment programme formulating activities')","(0.38095238095238093, 'ss vii on ninternational environmental governance february nrecalling united nations')","(0.35593220338983056, 'implementation agenda adopted general assembly resolution s')","(0.2883435582822086, 'multilateral environmental agreements international organizations non state stakeholders individuals fully respecting mandate multilateral environmental agreements')","(0.31756756756756754, 'close collaboration states conferences parties secretariats multilateral environmental agreements international organizations non state stakeholders')","(0.3063063063063063, 'close collaboration states conferences parties secretariats multilateral environmental agreements international')","(0.3561643835616438, 'nunited nations environment programme malm ministerial programme for nthe')","(0.4193548387096774, 'implementation decision ss vii on ninternational environmental governance february nrecalling')","(0.3354838709677419, 'director implement programme subject availability resources manner fully consistent programmes work united nations environment programme approved governing')","(0.35507246376811596, 'senior government officials expert environmental law prepare fourth programme development periodic review environmental law broad strategy')","(0.4032258064516129, 'expert environmental law prepare fourth programme development periodic review environmental law broad strategy international')","(0.39344262295081966, 'agreements international organizations non state stakeholders')","(0.28099173553719003, 'state stakeholders individuals fully respecting mandate multilateral environmental agreements requests executive director')","(0.3152173913043478, 'the nprogramme implementation agenda nrecalling plan implementation world summit sustainable')"
"Nov 10, 2003 Decision XV1 Ratification of the Vienna Convention for the Protection of the Ozone Layer, the Montreal Protocol on Subst","(0.30681818181818177, 'convention montreal protocol amendments taking account universal participation necessary')","(0.30147058823529416, 'montreal protocol parties ratified montreal amendment montreal protocol parties ratified beijing amendment montreal protocol urge states')","(0.4130434782608695, 'convention montreal protocol amendments taking')","(0.29059829059829057, 'ratify approve accede vienna convention montreal protocol amendments taking account universal participation necessary')","(0.36764705882352944, 'accede vienna convention montreal protocol amendments taking account')","(0.3088235294117647, 'ratified copenhagen amendment montreal protocol parties ratified montreal amendment montreal protocol parties ratified beijing amendment')","(0.4, 'parties ratified montreal amendment')","(0.3529411764705882, 'countries ratified vienna convention protection ozone layer montreal')","(0.38636363636363635, 'montreal protocol parties ratified montreal amendment montreal protocol parties ratified')","(0.38095238095238093, 'accede vienna convention montreal protocol')","(0.3275862068965517, 'ratified vienna convention protection ozone layer montreal')","(0.28695652173913044, 'number countries ratified vienna convention protection ozone layer montreal protocol substances deplete ozone layer')","(0.28682170542635654, 'vienna convention protection ozone layer montreal protocol substances deplete ozone layer note that november parties ratified')","(0.3804347826086957, 'accede vienna convention montreal protocol amendments taking account universal participation')","(0.2833333333333333, 'dec xv note satisfaction large number countries ratified')","(0.3529411764705882, 'ratify approve accede vienna convention montreal protocol amendments')","(0.4347826086956522, 'vienna convention protection ozone layer montreal protocol substances')","(0.8135593220338984, 'layer montreal protocol substances deplete ozone layer note')","(0.6896551724137931, 'ratified vienna convention protection ozone layer montreal')","(0.28409090909090906, 'convention montreal protocol amendments taking account universal participation necessary')","(0.33684210526315794, 'convention montreal protocol amendments taking account universal participation necessary ensure')","(0.532258064516129, 'convention protection ozone layer montreal protocol substances')","(0.275, 'number countries ratified vienna convention protection ozone layer montreal protocol substances deplete ozone layer note')","(0.30434782608695654, 'protocol substances deplete ozone layer note that november parties ratified london amendment montreal protocol')","(0.30434782608695654, 'protocol amendments taking account universal participation necessary ensure protection ozone')","(0.4025974025974026, 'countries ratified vienna convention protection ozone layer montreal protocol')","(0.3855421686746988, 'vienna convention protection ozone layer montreal protocol substances deplete ozone')","(0.3555555555555555, 'dec xv note satisfaction large number countries ratified vienna convention protection ozone layer montreal protocol substances deplete')","(0.29230769230769227, 'dec xv note satisfaction large number countries ratified vienna convention protection ozone layer montreal protocol substances')","(0.32407407407407407, 'vienna convention protection ozone layer montreal protocol substances deplete ozone layer note that november')","(0.37735849056603776, 'accede vienna convention montreal protocol amendments')","(0.28865979381443296, 'vienna convention protection ozone layer montreal protocol substances deplete ozone layer note')","(0.33333333333333337, 'protocol substances deplete ozone layer note that november parties ratified')"
"Nov 1, 2016 Environmental situation in the Gaza Strip","(0.4148936170212766, 'coordination relevant international organizations assess impacts natural resources environment')","(0.30405405405405406, 'international organizations assess impacts natural resources environment gaza strip caused escalation violence hostilities carry economic evaluation')","(0.3653846153846154, 'recommendations governing council global ministerial')","(0.3223140495867769, 'strip implement recommendations above mentioned united nations environment programme nstudies requests executive director')","(0.36, 'study environment occupied palestinian territories published united nations')","(0.3211678832116789, 'gaza coordination relevant international organizations assess impacts natural resources environment gaza strip caused escalation violence')","(0.3928571428571429, 'experts gaza strip implement')","(0.4307692307692308, 'united nations environment programme calls upon parties concerned')","(0.3804347826086957, 'strip issued united nations environment nprogramme nnoting appreciation participation united')","(0.3913043478260869, 'implementation recommendations made desk study')","(0.34782608695652173, 'experts gaza coordination relevant international organizations assess')","(0.3055555555555556, 'nations environment programme deploy immediately thereafter mission environmental experts gaza coordination relevant international organizations')","(0.33544303797468356, 'united nations environment programme initiate facilitate implementation recommendations made desk study environment occupied palestinian territories published')","(0.31182795698924726, 'npublished united nations environment programme environmental assessment nof areas disengaged')","(0.33766233766233766, 'experts gaza coordination relevant international organizations assess impacts')","(0.2987012987012987, 'experts gaza coordination relevant international organizations assess impacts')","(0.33333333333333337, 'nnoting appreciation participation united nations environment programme the')","(0.33333333333333337, 'logistical financial support assistance ensure success united nations')","(0.4, 'united nations environment programme calls upon parties')","(0.42168674698795183, 'international organizations assess impacts natural resources environment gaza strip')","(0.36363636363636365, 'coordination relevant international organizations assess impacts natural resources environment gaza')","(0.4067796610169492, 'concerned protect environment matter mutual interest region')","(0.2992700729927007, 'ntaking account rio declaration environment relevant principles nexpressing deep concern negative implications environmental impacts gaza')","(0.3309352517985612, 'preserve environment accordance international legal obligations ntaking account rio declaration environment relevant principles nexpressing')","(0.30208333333333337, 'programme deploy immediately thereafter mission environmental experts gaza coordination relevant')","(0.3972602739726028, 'parties concerned protect environment matter mutual interest region calls')","(0.42307692307692313, 'calls upon parties concerned protect environment matter mutual interest region')","(0.3375, 'natural resources environment gaza strip caused escalation violence hostilities carry economic evaluation rehabilitation restoration environmental damage report')","(0.3237410071942446, 'programme environmental assessment nof areas disengaged israel gaza strip issued united nations environment nprogramme nnoting appreciation')","(0.3828125, 'gaza coordination relevant international organizations assess impacts natural resources environment gaza strip caused escalation')","(0.4107142857142857, 'implement recommendations above mentioned united nations')","(0.3035714285714286, 'director united nations environment programme initiate facilitate implementation recommendations made desk study')","(0.3516483516483516, 'protect preserve environment accordance international legal obligations ntaking account rio')"
"Nov 1, 2016 International water quality guidelines for ecosystems","(0.388235294117647, 'conservation nrecognizing need international water quality guidelines may voluntarily')","(0.3178807947019867, 'ecosystems functioning human wellbeing development nnoting targets aichi biodiversity targets convention biological diversity regarding water pollution')","(0.6595744680851063, 'convention biological diversity regarding water')","(0.31666666666666665, 'negative impact ecosystems functioning human wellbeing development nnoting targets aichi biodiversity targets convention')","(0.3950617283950617, 'governments scientific institutions united nations agencies relevant stakeholders')","(0.30597014925373134, 'february world environmental situation recognized gaps knowledge state environment resulting lack data regular monitoring particularly')","(0.34615384615384615, 'waste water management gpa')","(0.43661971830985913, 'united nations agencies relevant organizations including private sector')","(0.4, 'priority areas nrecalling united nations international decade action life united')","(0.39473684210526316, 'managing water pollution water quality')","(0.3913043478260869, 'institutions united nations agencies relevant organizations including')","(0.32885906040268453, 'partnership governments scientific institutions united nations agencies relevant stakeholders particularly developing countries develop international')","(0.3354838709677419, 'biodiversity targets convention biological diversity regarding water pollution control ecosystem conservation nrecognizing need international water quality')","(0.3373493975903614, 'document united nations conference sustainable development rio future want stresses')","(0.39473684210526316, 'control ecosystem conservation nrecognizing need international water quality')","(0.5394736842105263, 'targets aichi biodiversity targets convention biological diversity regarding')","(0.48051948051948057, 'sanitation within three dimensions sustainable development referred paragraph')","(0.3589743589743589, 'sector technically financially support process development international water')","(0.45999999999999996, 'life environment economy thus action protect water')","(0.41025641025641024, 'international water quality guidelines ecosystems may voluntarily used support')","(0.4125, 'nations international decade action life united nations international year water')","(0.4769230769230769, 'targets convention biological diversity regarding water pollution')","(0.3453237410071942, 'water nrecalling also washington declaration protection marine environment land based activities manila declaration third intergovernmental')","(0.33582089552238803, 'convention biological diversity regarding water pollution control ecosystem conservation nrecognizing need international water quality')","(0.375, 'development nnoting targets aichi biodiversity targets convention biological diversity regarding')","(0.4, 'conservation nrecognizing need international water quality guidelines may voluntarily')","(0.4516129032258065, 'washington declaration protection marine environment land based activities manila declaration')","(0.3647798742138365, 'protection marine environment land based activities manila declaration third intergovernmental review meeting implementation global programme action protection')","(0.3472222222222222, 'third intergovernmental review meeting implementation global programme action protection marine environment land based activities gpa identifies')","(0.38636363636363635, 'washington declaration protection marine environment land based activities manila declaration third intergovernmental review meeting')","(0.4444444444444444, 'environment economy thus action protect water')","(0.29268292682926833, 'information integrating appropriate relevant aspects water management encourages governments scientific institutions united')","(0.38888888888888884, 'implementation global programme action protection marine environment land based activities')"
"Nov 10, 2003 Decision XV10 Handling and destruction of foams containing ozonedepleting substances at the end of their life","(0.30681818181818177, 'information handling destruction ozone depleting substance containing thermal insulation')","(0.2967741935483871, 'depleting substance containing thermal insulation foams including thermal foams situated buildings particular attention economic technological implications')","(0.37735849056603776, 'attention economic technological implications clarify')","(0.28828828828828834, 'assessment panel april report provide updated useful information handling destruction ozone depleting substance')","(0.3285714285714286, 'insulation foams including thermal foams situated buildings particular')","(0.2763157894736842, 'clarify distinction destruction efficiency achievable ozone depleting substances recovered foams prior destruction reconcentrated destruction efficiency')","(0.36363636363636365, 'parties decided dec xv')","(0.3023255813953488, 'technological implications clarify distinction destruction efficiency achievable ozone')","(0.30681818181818177, 'report provide updated useful information handling destruction ozone depleting substance')","(0.2909090909090909, 'implications clarify distinction destruction efficiency')","(0.3116883116883117, 'destruction reconcentrated destruction efficiency achievable foams containing')","(0.2797202797202797, 'thermal foams situated buildings particular attention economic technological implications clarify distinction destruction efficiency achievable')","(0.3067484662576687, 'clarify distinction destruction efficiency achievable ozone depleting substances recovered foams prior destruction reconcentrated destruction efficiency achievable')","(0.2584269662921348, 'insulation foams including thermal foams situated buildings particular attention economic')","(0.2875, 'clarify distinction destruction efficiency achievable ozone depleting substances')","(0.308641975308642, 'foams situated buildings particular attention economic technological implications')","(0.32530120481927716, 'prior destruction reconcentrated destruction efficiency achievable foams containing')","(0.3380281690140845, 'achievable ozone depleting substances recovered foams prior destruction')","(0.3538461538461538, 'useful information handling destruction ozone depleting substance')","(0.36363636363636365, 'information handling destruction ozone depleting substance containing thermal insulation')","(0.3258426966292135, 'containing thermal insulation foams including thermal foams situated buildings particular')","(0.3661971830985915, 'reconcentrated destruction efficiency achievable foams containing ozone')","(0.29931972789115646, 'depleting substances recovered foams prior destruction reconcentrated destruction efficiency achievable foams containing ozone depleting substances')","(0.29931972789115646, 'buildings particular attention economic technological implications clarify distinction destruction efficiency achievable ozone depleting substances')","(0.2857142857142857, 'achievable ozone depleting substances recovered foams prior destruction reconcentrated destruction')","(0.3295454545454546, 'information handling destruction ozone depleting substance containing thermal insulation')","(0.31313131313131315, 'recovered foams prior destruction reconcentrated destruction efficiency achievable foams containing')","(0.2974683544303798, 'information handling destruction ozone depleting substance containing thermal insulation foams including thermal foams situated buildings particular attention')","(0.2941176470588235, 'achievable ozone depleting substances recovered foams prior destruction reconcentrated destruction efficiency achievable foams containing ozone depleting')","(0.33333333333333337, 'economic technological implications clarify distinction destruction efficiency achievable ozone depleting substances recovered foams prior')","(0.3555555555555555, 'assessment panel april report provide updated')","(0.26315789473684215, 'clarify distinction destruction efficiency achievable ozone depleting substances recovered foams prior destruction')","(0.31868131868131866, 'destruction ozone depleting substance containing thermal insulation foams including thermal')"
"Nov 1, 2016 Proposed mediumterm strategy for the period 2014xe2x80x932017 and biennial programme of work and budget for 2014xe2x80x9","(0.2978723404255319, 'available country accordance national circumstances priorities achieve sustainable development')","(0.2569444444444444, 'board auditors report period naffirming different approaches visions models tools available country accordance national circumstances priorities')","(0.32499999999999996, 'considered proposed medium term strategy')","(0.3113207547169812, 'strengthened united nations environment programme ntaking note united nations board auditors report period')","(0.31707317073170727, 'available country accordance national circumstances priorities achieve sustainable')","(0.2698412698412699, 'taking account relevant decisions governing council also approves appropriations environment fund amount million united states')","(0.30000000000000004, 'period programme work biennium')","(0.4375, 'united nations board auditors report period naffirming different')","(0.36363636363636365, 'ntaking note united nations board auditors report period naffirming different')","(0.33333333333333337, 'available country accordance national circumstances')","(0.3548387096774194, 'strengthened united nations environment programme ntaking note')","(0.2857142857142857, 'board auditors report period naffirming different approaches visions models tools available country accordance national')","(0.30827067669172936, 'united nations environment programme ntaking note united nations board auditors report period naffirming different approaches visions')","(0.2978723404255319, 'approaches visions models tools available country accordance national circumstances priorities')","(0.30434782608695654, 'approves appropriations environment fund amount million united states')","(0.296875, 'environment programme ntaking note united nations board auditors')","(0.47058823529411764, 'accordance national circumstances priorities achieve sustainable development approves')","(0.3116883116883117, 'circumstances priorities achieve sustainable development approves medium term')","(0.3928571428571429, 'united nations environment programme ntaking note united')","(0.2894736842105263, 'report period naffirming different approaches visions models tools available')","(0.3291139240506329, 'united nations environment programme ntaking note united nations board auditors')","(0.352112676056338, 'administrative budgetary questions nnoting general assembly resolutions')","(0.2777777777777778, 'taking account relevant decisions governing council also approves appropriations environment fund amount million united states')","(0.25396825396825395, 'work budget biennium related report advisory committee administrative budgetary questions nnoting general assembly resolutions')","(0.2875, 'proposed medium term strategy programme work budget biennium related report')","(0.3157894736842105, 'governing council nhaving considered proposed medium term strategy programme')","(0.34090909090909094, 'decisions governing council also approves appropriations environment fund amount million')","(0.29220779220779225, 'models tools available country accordance national circumstances priorities achieve sustainable development approves medium term strategy period programme')","(0.2941176470588235, 'programme work biennium taking account relevant decisions governing council also approves appropriations environment fund amount million')","(0.3305084745762712, 'decisions governing council also approves appropriations environment fund amount million united states dollars million')","(0.3555555555555555, 'environment fund amount million united states')","(0.2680412371134021, 'note united nations board auditors report period naffirming different approaches visions models')","(0.3176470588235294, 'approves appropriations environment fund amount million united states dollars million')"
"Nov 1, 2016 Global Environment Monitoring SystemWater Programme","(0.3529411764705882, 'management world freshwater nrecognizing importance united nations system initiatives')","(0.30714285714285716, 'data applications n promote access information encouraging facilitating data sharing ninteroperability standards create accessible web based')","(0.41666666666666663, 'ninternational hydrological programme unesco ihe')","(0.3162393162393162, 'assessment nand research activities integrated water resource management developing countries n encourage cooperation')","(0.31481481481481477, 'meet needs united nations n inform decision making')","(0.3282442748091603, 'importance united nations system initiatives devoted water research nwater resources management water assessment education capacity')","(0.36363636363636365, 'programme world water development')","(0.4328358208955224, 'base united nations environment nprogramme within mandate including')","(0.3820224719101124, 'strengthen scientific base united nations environment nprogramme within mandate including')","(0.34883720930232553, 'management developing countries n encourage')","(0.33333333333333337, 'global nenvironment monitoring system water programme contributing')","(0.31746031746031744, 'organization involvement nsuch world water assessment programme world water development report the ninternational hydrological')","(0.3565891472868217, 'united nations n inform decision making ensuring integration water quality data and ninformation broad range issues')","(0.3655913978494624, 'nations educational scientific cultural organization involvement nsuch world water assessment')","(0.3287671232876712, 'better coordination global environment monitoring system water nprogramme')","(0.31506849315068497, 'water development report the ninternational hydrological programme unesco')","(0.41463414634146345, 'support decision making environment sustainable ndevelopment nacknowledging global')","(0.31746031746031744, 'health poverty economic nsustainability n create knowledge base')","(0.3846153846153846, 'n encourage cooperation regional level enhance water')","(0.3448275862068966, 'ninternational hydrological programme unesco ihe institute water education nrecognizing')","(0.3375, 'economic nsustainability n create knowledge base assessing water quality factors')","(0.4029850746268657, 'environmental nprotection nrecognizing increased need reliable high')","(0.3096774193548387, 'including reinforcement scientific capacities of ndeveloping countries countries economies transition area environmental nprotection nrecognizing increased')","(0.29565217391304344, 'invites governments others position so including private sector to nprovide financial in kind support')","(0.3125, 'programme one of nthe main sources global water quality data')","(0.3493975903614458, 'transition area environmental nprotection nrecognizing increased need reliable high')","(0.42105263157894735, 'executive director facilitate development global nenvironment monitoring system water programme')","(0.3391812865497076, 'nprogramme within mandate including reinforcement scientific capacities of ndeveloping countries countries economies transition area environmental nprotection nrecognizing')","(0.32167832167832167, 'water quality and ncapacity developing countries field requests executive director facilitate development global nenvironment monitoring system')","(0.36690647482014394, 'indicators support decision making environment sustainable ndevelopment nacknowledging global environment monitoring system water programme')","(0.3846153846153846, 'assessment nand research activities integrated water')","(0.3162393162393162, 'improve efficiency avoid duplication ensure data ncoherence encourages governments organizations participate actively')","(0.34523809523809523, 'importance united nations system initiatives devoted water research nwater resources')"
"Nov 1, 2016 Coordination across the United Nations system, including the Environment Management Group","(0.3295454545454546, 'implementation outcome document united nations conference sustainable development future')","(0.33333333333333337, 'issues field environment nwelcoming particular group contribution eleventh session conference parties convention biological diversity decision provide')","(0.6458333333333333, 'parties convention biological diversity decision')","(0.3307692307692308, 'mainstream environmental considerations activities policy programme management operational levels close cooperation united nations')","(0.36363636363636365, 'interagency coordination related specific issues field environment nwelcoming')","(0.29861111111111116, 'activities nexpressing appreciation progress report prepared guidance senior officials environment management group eighteenth meeting presented')","(0.32432432432432434, 'capacity chair environment management')","(0.46875, 'united nations system wide support implementation strategic plan')","(0.4320987654320988, 'decision provide united nations system wide support implementation strategic plan')","(0.36, 'conference parties convention biological diversity')","(0.3275862068965517, 'want well contribution post development agenda ncommending')","(0.3211678832116789, 'mainstream environmental considerations activities policy programme management operational levels close cooperation united nations system')","(0.3426573426573427, 'united nations system wide interagency coordination related specific issues field environment nwelcoming particular group contribution eleventh')","(0.3493975903614458, 'parties convention biological diversity decision provide united nations system wide')","(0.36046511627906974, 'environmental considerations activities policy programme management operational levels')","(0.525, 'contribution eleventh session conference parties convention biological diversity')","(0.5142857142857142, 'document united nations conference sustainable development future want')","(0.31081081081081086, 'environmental dimension sustainable development including follow up future')","(0.38888888888888884, 'xii enhanced coordination across united nations system')","(0.31818181818181823, 'implementation outcome document united nations conference sustainable development future')","(0.348314606741573, 'system wide interagency coordination related specific issues field environment nwelcoming')","(0.38095238095238093, 'convention biological diversity decision provide united nations')","(0.33576642335766427, 'progress encouraging work facilitating cooperation across united nations system assist member states implementing environmental dimension')","(0.3285714285714286, 'executive director including strategic considerations group supporting implementation outcome document united nations conference sustainable')","(0.4020618556701031, 'contribution eleventh session conference parties convention biological diversity decision provide')","(0.348314606741573, 'contribution eleventh session conference parties convention biological diversity decision')","(0.4130434782608695, 'united nations system achieve greater coherence environmental activities nrecalling decision')","(0.3271604938271605, 'approaches across united nation system environmental activities nexpressing appreciation progress report prepared guidance senior officials environment management')","(0.35, 'nations conference sustainable development future want well contribution post development agenda ncommending group progress encouraging work')","(0.42307692307692313, 'coordination collaboration across united nations system achieve greater coherence environmental activities nrecalling decision xii')","(0.38888888888888884, 'management operational levels close cooperation united')","(0.2844036697247706, 'supporting implementation outcome document united nations conference sustainable development future want well')","(0.3163265306122449, 'nrecognizing role united nations environment programme enhancing coordination collaboration across')"
"Nov 1, 2015 Decision XXVII18  Financial report and budget of the trust fund of the Montreal Protocol","(0.32499999999999996, 'contributions future contributions promptly full particularly given fund balance')","(0.2941176470588235, 'trust fund montreal protocol substances deplete ozone layer year ended december recognizing voluntary contributions essential complement')","(0.3783783783783784, 'contribution prior years urge parties')","(0.3168316831683168, 'group request secretariat indicate future financial reports trust fund montreal protocol amounts cash')","(0.3194444444444444, 'contributions future contributions promptly full particularly given fund')","(0.2890625, 'meetings may serious implications fund balance welcoming continued efficient management secretariat finances trust fund montreal')","(0.3846153846153846, 'parties near future ensure')","(0.3538461538461538, 'enter discussions party whose contributions outstanding two years')","(0.33333333333333337, 'meeting parties enter discussions party whose contributions outstanding two years')","(0.3513513513513513, 'parties paid contribution prior years')","(0.30000000000000004, 'time consideration open ended working group thirty')","(0.2946428571428571, 'reaffirm working capital reserve level per cent annual budget used meet final expenditures trust')","(0.32278481012658233, 'voluntary contributions essential complement effective implementation montreal protocol noting concern scheduling unbudgeted meetings may serious implications')","(0.3152173913043478, 'effective implementation montreal protocol noting concern scheduling unbudgeted meetings may')","(0.3157894736842105, 'approved budget encourage parties provide additional voluntary contributions')","(0.3246753246753247, 'pay outstanding contributions future contributions promptly full particularly')","(0.3285714285714286, 'parties note ongoing unsustainable depletion fund balance implications')","(0.8135593220338984, 'trust fund montreal protocol substances deplete ozone layer')","(0.38, 'parties paid contribution prior years urge parties')","(0.352112676056338, 'annex report twenty seventh meeting parties montreal protocol authorize')","(0.31868131868131866, 'provide additional voluntary contributions trust fund entitled activities ozone secretariat')","(0.3484848484848485, 'continue publish regularly update information status contributions')","(0.344, 'montreal protocol present time consideration open ended working group thirty seventh meeting contributions individual parties')","(0.31304347826086953, 'montreal protocol amounts cash hand section entitled reserves fund balances addition contributions yet received')","(0.30000000000000004, 'protocol s trust funds request secretariat provide within budget approved')","(0.31818181818181823, 'effective implementation montreal protocol noting concern scheduling unbudgeted meetings')","(0.32352941176470584, 'voluntary contributions essential complement effective implementation montreal protocol noting concern')","(0.3012820512820513, 'request secretariat provide within budget approved administrative organizational support technical economic assessment panel also request secretariat ensure')","(0.30000000000000004, 'allow continued work montreal protocol present time consideration open ended working group thirty seventh meeting contributions')","(0.31746031746031744, 'parties montreal protocol authorize secretariat draw amounts approve consequence drawdowns referred paragraph present decision')","(0.37777777777777777, 'present time consideration open ended working')","(0.3047619047619048, 'protocol substances deplete ozone layer year ended december recognizing voluntary contributions essential')","(0.3733333333333333, 'protocol present time consideration open ended working group thirty seventh')"
"May 4, 2015 Revised format for the submission of information for the evaluation and review of brominated diphenyl ethers","(0.34246575342465757, 'convention yes please provide information available measures and or')","(0.30000000000000004, 'needed assessed lack financial resources lack technical capacity assessed lack technical capacity assessed lack financial capacity')","(0.41463414634146345, 'convention review continued need specific')","(0.33018867924528306, 'annex convention register exemption means notification writing secretariat accordance paragraph parts iv v')","(0.4177215189873418, 'convention register exemption means notification writing secretariat accordance')","(0.2978723404255319, 'stockholm convention tetrabromodiphenyl ether pentabromodiphenyl ether means tetrabromodiphenyl ether bde cas no pentabromodiphenyl ether bde')","(0.375, 'parts iv v annex')","(0.375, 'parts iv v annex stockholm convention conference parties')","(0.3608247422680413, 'export articles manufactured recycled materials contain levels concentrations brominated diphenyl')","(0.46875, 'ii article convention yes please')","(0.45333333333333337, 'stockholm convention hexabromodiphenyl ether heptabromodiphenyl ether means')","(0.3392857142857143, 'listed annex convention review continued need specific exemption chemicals accordance paragraph parts iv v')","(0.32558139534883723, 'iv v annex convention requests secretariat continue support process set decision sc enable conference parties evaluate')","(0.3513513513513513, 'iv v annex convention set annex present decision decides use')","(0.36111111111111116, 'implementing recommendations set annex decision poprc report secretariat')","(0.3666666666666667, 'paragraph parts iv v annex convention set annex')","(0.35820895522388063, 'iv v annex convention set annex present decision')","(0.33333333333333337, 'country able put place measures separate articles containing')","(0.4642857142857143, 'v annex convention requests secretariat continue support')","(0.3472222222222222, 'technical capacity please specify vii country used articles manufactured')","(0.35789473684210527, 'convention register exemption means notification writing secretariat accordance paragraph parts')","(0.4098360655737705, 'listed annex convention register exemption means notification')","(0.319672131147541, 'parts iv v annex stockholm convention conference parties adopts format submission information evaluation review brominated')","(0.32835820895522383, 'provide information whether country undertaken review continuing need registration continued need specific exemption hexabromodiphenyl')","(0.3163265306122449, 'annex stockholm convention specific exemption hexabromodiphenyl ether heptabromodiphenyl ether yes')","(0.3932584269662921, 'convention register exemption means notification writing secretariat accordance paragraph')","(0.38613861386138615, 'convention specific exemption hexabromodiphenyl ether heptabromodiphenyl ether yes specific exemption')","(0.2994350282485876, 'tetrabromodiphenyl ether pentabromodiphenyl ether accordance part iii annex stockholm convention tetrabromodiphenyl ether pentabromodiphenyl ether means tetrabromodiphenyl ether')","(0.3153846153846154, 'ethers pursuant paragraph parts iv v annex convention set annex present decision decides use evaluation review')","(0.33587786259541985, 'recommendations set annex decision poprc report secretariat main challenges encountered parties implementing recommendations regard')","(0.38095238095238093, 'sc takes note information provided parties')","(0.3153153153153153, 'steps prevent export articles manufactured recycled materials contain levels concentrations brominated diphenyl')","(0.3414634146341463, 'listed annex convention decides take account evaluation review brominated diphenyl')"
